ID,text,label
715179228166098944,"#WT20: Munro hammers Adil Rashid for a six, before Williamson punishes him for a four. #NZ 78/1 (9 overs) vs #ENG https://t.co/RVxCShc4up",CSI-Negative
753690093005647872,Rest in Pikachu: There's now a Tumblr of people hunting Pokemon at funerals - CNET  http:// dlvr.it/Lp864h    #infosec  #kaminfo,CSI-Negative
746717958248923136,# BatmanvSuperman  #Movie  – Batman v Superman: Dawn of Justice Extended Cut Gets…  http:// dlvr.it/LfLT6p    #UnderTech pic.twitter.com/g5ZuvrMS39,CSI-Negative
698981107019214976,RT @johnwow: rubio + easley was a strong keyword this morning on google trends so this confirms it. https://t.co/YGiQe3zOby,CSI-Negative
705318067807481984,RT @KMOV: Three Blues named to World Cup of Hockey teams https://t.co/dufPhbnolw https://t.co/ENdHASBEOI,CSI-Negative
736277412246257664,# infosecinstitute  Phishing Attacks in the Government and Military: Introduction For nearly a decade...  http:// bit.ly/1U1gLUq    #security,CSI-Positive
797792402006162944,We need to correct the areas before going to Vizag. There are a lot of positives that we can take: Virat Kohlihttps://t.co/mSmzY8yfiz,CSI-Negative
758488852235452032,This is the worst Trump impression tbh but I appreciate the spirit #DemsInPhilly,CSI-Negative
718834145301044992,RT @GingaHerb: Billy and Trini explain how toku robots work. https://t.co/7g6mOSDmuZ,CSI-Negative
760318592923475968,People writing you can not disable Cortana in W10 Anniversary edition Call me stupid but why would anyone want to disable it unless paranoid,CSI-Negative
780816547929546752,Porsche’s Le Mans-winning 919 Hybrid hits the streets of London  http:// bit.ly/2dh3SLM     pic.twitter.com/xjQkeViK5v pic.twitter.com/QlaIbjuBhk,CSI-Negative
809589762554084992,"@JonAshDaniels focusrite, mixing board, mic, headphones, Skype, Amolto recorder -- $700 of gear to get started",CSI-Negative
712300509747682944,"Sink Tapes - ""sleeper""",CSI-Negative
806343355374465024,Pinch-the-Sky Dome: Freehand Multi-Point Interactions with Immersive Omni-Directional Data  http:// fb.me/7kB6bhX1I  ,CSI-Negative
783351978646728704,"FANGORIA : GREASY WEEK: ""GREASY STRANGLER"" Producers SpectreVision talk their Top Five Gre…  https:// twitter.com/FANGORIA/statu s/783350973565702145   … ) pic.twitter.com/WPpQkX6YQx",CSI-Negative
707158953625407488,# PokemonGo  #Japan  – Pokemon GO will be doing beta testing in Japan soon – Japanese…  http:// dlvr.it/Kk3Htv    #Games pic.twitter.com/IWcF9qVwpW,CSI-Negative
739377349859398016,@william_shutter @woosweejh76 the only sensible choice. Our bodies are temples,CSI-Negative
727965162813149184,# Google  #Migrates  All Blogspot Sites to #HTTPS  but Some Features May Not Work - World Wide Web on CIO Today  http://www. cio-today.com/article/index. php?story_id=010000X3CQOW   …,CSI-Positive
713825157211635712,"I have this weird schadenfreude that is alluring me to install iOS 9.3.. if it's that bad, the 0days are probably ripe toooooooo

#APPSEC",CSI-Negative
790845675835534976,RT @Londonist: Have you visited these amazing London houses? https://t.co/JRGwIlIn8c https://t.co/ra6N68wL8M,CSI-Negative
700364041827459072,Trust in digital services is low - but is that a good thing for security?  http:// dlvr.it/KXvzCy    (SC Mag),CSI-Positive
782325644172590976,RT @PopMech: BMW Secretly Built a Pickup Truck in 1986 https://t.co/btl6Wr7jLh https://t.co/xgVd2QFSEj,CSI-Negative
739058840315022976,"@emgfind libs signed export permit, deal was done, not signing permit put us in financial risk as reneging on deal.",CSI-Negative
751950944502312960,"Judge Jeanine Pirro - Opening Statement - July 9, 2016 - TRASHES OBAMA! - Fox News - YouTube https://t.co/TmrN9hKQKp",CSI-Negative
765689517026251008,RT @Kamikaziain: yeah but they'll only last one season so whatever https://t.co/p4VvDTSisq,CSI-Negative
685920528662695936,Perf Examples  http:// ift.tt/1vtxrrB  ,CSI-Negative
737820266043080960,#KellyFile So you don't like that #Trump2016 publicly calls out the media for bias? Tuff $hit. Where's your hit piece on #CrookedHillary ?,CSI-Negative
793628688449363968,THE BEAT YOU'VE BEEN LOOKING FOR IS A CLICK AWAY! DOWNLOAD AND WRITE YOU NEXT HIT AT https://t.co/Dd9PagvsFL BEAT... https://t.co/81UKaTUJjg,CSI-Negative
766557846230098048,Take a look at India's women champions at Olympics #Rio2016 #JaiHoRio #ITVideohttps://t.co/45GjTXVxPJ,CSI-Negative
809004037358100480,Netgear admits its routers are vulnerable to remote attacks  http:// ift.tt/2gHD2in    #infosec,CSI-Positive
811589129859309568,Cloud-computing plan could help Adobe Lightroom photographers - CNET: A job posting from…  http:// bit.ly/2iavd4Z    |  http:// cnet.com  ,CSI-Negative
696550764349628032,"Lizzo - ""1 Deep (Clean)""",CSI-Negative
692312217446936576,# linux  Use QuickMockup for Quick-and-Dirty Prototyping  http:// tinyurl.com/hzgy2p6  ,CSI-Negative
699380369838235648,"Taylor Swift wins first Grammy of night for best-selling ""1989"" album in the #Grammys  pre-telecast:  http:// apne.ws/1XtPY6H    Via @ap",CSI-Negative
720843340871115008,TSS ALERT:*Attention* Cache battery failure REF:DC01 SRC:573D8008 Fri Apr 15 5:16 GMT,CSI-Negative
766156876664958976,Unsung Heroes - The Artwork of Antony Vassulo https://t.co/CzQtWExdFi https://t.co/hawrHa8Gyn,CSI-Negative
766025775342419968,RT @rafsanchez: Doctor in #Aleppo just sent this photo  of a dazed child who survived an airstrike https://t.co/IHLDc6KPh8,CSI-Negative
731804218403790976,RT @thehill: WATCH: Alan Grayson gets into heated argument with MSNBC anchor over ethics investigation https://t.co/lI4sONe5Mh https://t.co…,CSI-Negative
714499800025072000,"RT @Karnythia: Mind you, before I got my BA I was earning 30K a year or so. Going to school meant a significant jump in income. Now? Not so…",CSI-Negative
696222677854327040,#MsetoTwendeniLodwar 👉 The countdown to the biggest valentine's gateway is on! Book your tickets now via 0722959914 https://t.co/11ch3fyU8X,CSI-Negative
735132037179441152,When to Rewrite from Scratch – Autopsy of Failed Software  http:// j.mp/1Sj0Zay  ,CSI-Negative
715879506444025984,#Azhar trailer: Sangeeta Bijlani's 'Oye Oye' song revisited in the biopic! https://t.co/Mydyp3WUEg @emraanhashmi https://t.co/vpq6KIBJfL,CSI-Negative
713035222527421952,@rachyroo66 Sorry to hear this is the case Rachel. Please DM us your reservation details so we can pick this up with the team? ^Natalie,CSI-Negative
713256148325957632,# Sprint  #CreditChecks  – Progressive Finance Helping Sprint Sell phones…  http:// dlvr.it/KtFqx0    #AllInternet pic.twitter.com/pj3A6ho2Iv,CSI-Negative
722497378373120000,Viber to add encryption to its messaging app  http://www. engadget.com/2016/04/19/vib er-to-add-encryption-to-its-messaging-app/   …  #news  #feedly,CSI-Positive
720193179132145664,"George Soros Warns Europe: Absorb 500k Refugees Costing $34Bn, Or Risk ""Existential Threat""  https:// lnkd.in/bcfXA7T  ",CSI-Negative
696599111894765952,RT @EntEarth: Dan Stevens and Aubrey Plaza cast in the #Marvel and FX X-Men show #Legion! https://t.co/h6kuIPzjpV https://t.co/wb0iXYmTzY,CSI-Negative
738879329187168000,Muhammad Ali's Family Gathers at Ailing Boxer's Hospital Bedside https://t.co/lyoW3wLDfF via @nbcnews,CSI-Negative
686548909968244736,A Look Inside Cybercriminal Call Centers  https:// krebsonsecurity.com/2016/01/a-look -inside-cybercriminal-call-centers/   …  via @BrianKrebs,CSI-Positive
685285195591729024,Out of my way! I can still heal him!,CSI-Negative
714900923047346048,Can't even talk about my friend in public cause his groupies everywhere  😩 like damn bitch get out my mouth,CSI-Negative
752513375498829952,"RT @Alexiaa_Minaj: Lilo means lost , so Lilo &amp; stitch, means ""lost and put back together"" https://t.co/wZVd53cH1u",CSI-Negative
721965473970069504,# Leadspace  targets improved lead generation. Read more:  http:// owler.us/aaFEJS  ,CSI-Negative
701101656587370496,# Valve  #TeamFortress2  – Valve is preparing ‘Team Fortress 2’ for eSports – The…  http:// dlvr.it/KYvJh5    #Games pic.twitter.com/lOyH1l9aHR,CSI-Negative
771400458325733376,"How to Keep a Zibaldone, the 13th Century's Answer to Tumblr  http://www. atlasobscura.com/articles/how-t o-keep-a-zibaldone-a-13thcentury-answer-to-tumblr   …",CSI-Negative
807288010165420032,Ransomware attacks against businesses increased threefold in 2016 https://t.co/562SnRjgrd,CSI-Positive
746219886767021952,"Wow we voted out, really interesting times ahead!!!",CSI-Negative
780601151112802048,RT @HowiEazy: When you watching #debatenight but immature AF https://t.co/VlO9zX6ApM,CSI-Negative
749024968105665024,RT @Moshi0313: @marcorubio Hoooray! We did it! Thank you Sir for all you do for us. Will keep donating to you because your leadership is cr…,CSI-Negative
745127169727180800,# TextEdit  #iOS10  – TextEdit Added To iOS 10 : While the WorldWide Developer…  http:// dlvr.it/LcRtBf    #iPad  #iPhone pic.twitter.com/DPtyfROT3z,CSI-Negative
717081064448139008,"Gotta start ignoring niggas wearing skinnys, entering my mentions",CSI-Negative
698691929106550784,# Earthquake  #App  – A new earthquake-sensing app just hit the Google Play…  http:// dlvr.it/KVdggs    #AppsampGames pic.twitter.com/Tpuou9vZes,CSI-Negative
815017762531721216,Encrypted chat app Signal sidesteps censorship in Cuba and Oman  http:// ift.tt/2iqQjvF  ,CSI-Positive
740519326902419456,How to run #Android  6 Marshmallow on a Nook HD. Read more:  http:// owler.us/aaP0Lf  ,CSI-Negative
794191718136496000,RT @zaynmalik: https://t.co/jp96FRoguk,CSI-Negative
810064551760790016,"Turkish roads full of aid convoys for Syria 'to show support for #Aleppo, counter torture and persecution civilians https://t.co/nFHIaoiycZ",CSI-Negative
787025978547724288,"A network sniffer that logs all DNS server replies for use in a passive DNS setup
 https:// github.com/gamelinux/pass ivedns   …",CSI-Positive
789842605987261952,RT @TrekMovie: CBS/Paramount Ordered To Turn Over Documents To Defense: we break it down for you: https://t.co/i6BqBgYPub#StarTrek #Axanar…,CSI-Negative
776165438736568320,What Changing Times Mean for IT Admins | @CloudExpo  #Cloud  #DevOps  #DigitalTransformation : Just as…  http:// dlvr.it/MGDgyF    | Linux.sys-con,CSI-Negative
758288459601629184,# PageAdvisor  Sedap Meals on Wheels. Read Blog:  http:// owler.us/aa5JLP  ,CSI-Negative
719841722021376000,"So @HuffPostCanada posted story yesterday from paid shill for Big pharma attacking pot, with load of fearmongering and bs. Tmz level crap",CSI-Negative
786035782205084032,RT @DebraMessing: LISTEN UP Trump supporters! https://t.co/f1YJF3CG4T,CSI-Negative
725218932529979392,"Palaeolithic art: Old masters, early cultures  http://www. nature.com/nature/journal /v532/n7599/full/532310a.html   …",CSI-Negative
803539528380194816,Why blogging fails?  http:// ift.tt/2gExqSZ  ,CSI-Negative
773520902734708736,Hackers_toolbox: Gmail Vim Interface: vMail  http:// bit.ly/2csG309    #InfoSec  #CyberSecurity,CSI-Positive
775759503836930048,9 Reasons to Drink Beer | Alternet  http://www. alternet.org/food/9-reasons -drink-beer?akid=14629.2575521.oek4US&rd=1&src=newsletter1063559&t=8   …,CSI-Negative
786008280124366848,"If so, score another win for the Chrome security team--using their install base leverage to incentivize good security practices.",CSI-Positive
795603312263495680,Group Chat Emerges as the Hottest Thing in IT  http:// ift.tt/2fRcsCG  ,CSI-Negative
738574552247107968,WHAT'S THAT SHIT YOU SAID??? @_Otheking WHO NOT TAKING GAME 1 ?? BOYYYYY #WARRIORS,CSI-Negative
778568753311351040,A Chinese space station is falling to Earth amid speculation it's out of control https://t.co/115nhh1t9T,CSI-Negative
809041559119392768,"RuoAndo pushed to master at RuoAndo/nii-cyber-security-admin 

  RuoAndo pushed to master at RuoAndo/nii-cyber-sec…  http:// ift.tt/2h09F6R  ",CSI-Negative
684545645907021824,"If you want a USB thumb drive wiped, try asking an arts student for help  http:// bit.ly/1Uv7hCq    #InfoSec",CSI-Negative
792939307782721024,I'm too visibly drunk for this to be an insta but look how cute we are @lovelikewhy https://t.co/mKhTL8uQRq,CSI-Negative
741395491104169984,RT @feanquan1: ★★★ Patriots Who Dare... Join our fight to save America! ➠ Click Here https://t.co/KzduxJgCm7,CSI-Negative
751819725257183232,"tdumitrescu comments on ""What Makes a Great Software Engineer? Just My Thoughts"" -  http:// news.explodingads.com/tdumitrescu-co mments-on-what-makes-a-great-software-engineer-just-my-thoughts/   …",CSI-Negative
705492004050857984,True story: The Defense Department wants cyber experts to 'Hack the Pentagon'  http://www. ciodive.com/news/true-stor y-the-defense-department-wants-cyber-experts-to-hack-the-pentago/414935/#.VtigNgTOYRA.twitter   …  via @ciodive  @bugcrowd,CSI-Positive
809565018161287168,Samsung Fights Verizon over Note 7 and Nokia Launches a Phone | #PNWeekly  231  http:// ift.tt/2gH1hZ2   pic.twitter.com/bOjS64fh9d,CSI-Negative
739027092394803200,# iOS  #App  – The 7 Cool paid iPhone apps on sale for free for a limited time :…  http:// dlvr.it/LTSFFW    #Apps  #iPhone pic.twitter.com/fciIZbaI7v,CSI-Negative
779205965652439040,"Safe browsing checks fail as 16,000 WordPress sites hacked this year  http:// dlvr.it/MKC5xG  ",CSI-Positive
746940246059789952,TSS ALERT:One or more device parity protected units still not fully operational. Sun Jun 26 5:36 GMT,CSI-Positive
732986796842352640,http:// segye.com/content/html/2 016/05/18/20160518002523.html   …   http:// fb.me/5kRtJyqTq  ,CSI-Negative
765259396821549056,"RT @MalcolmNance: Trump speech: 1. Reading a list of attack in USA. I know where this so going ...""Q"" ...crowd sounds lame.",CSI-Negative
778746746457330048,RT @theweeknd: NEW ALBUM COVER / TITLE  shot by NABIL #STARBOY https://t.co/tkZuVQ2SY5,CSI-Negative
784910289238121984,"RT @CanesFootball: Appreciate you coming through, @WWETheBigShow https://t.co/ie1hVccRKZ",CSI-Negative
803849537991430016,#GettyUp @cakalakgeorge #MilliUpTheMoney #MilliUpdotcom  #MilliUpApp #MilliUpLLC https://t.co/6ubLPLUbd8,CSI-Negative
732556043260039168,"Firefox overtakes #Microsoft 's browsers, but Chrome outshines everyone. Read more:  http:// owler.us/aaNDLt     $ MSFT",CSI-Negative
752384018549575680,# SustainableTech  Baseball and sustainable development: On their visit we gave them a tour ...  http:// bit.ly/29AlAsb    #GreenConnectivity,CSI-Negative
685469328221859840,"# Uber  settles “God View”, #DataBreach  probes, gets $20K slap on wrist  http:// ow.ly/WNzlC     http:// ow.ly/PkwFL  ",CSI-Negative
749703352313864192,"whichfawkes comments on ""Bpkg: package manager for bash"" -  http:// news.explodingads.com/whichfawkes-co mments-on-bpkg-package-manager-for-bash/   …",CSI-Negative
807790857910820992,🎧 Thunderstorm and Rain Sounds - Heavy Thunder &amp; lightning Strike Ambien... https://t.co/OWtUs4bBdn via @YouTube,CSI-Negative
708358716207316992,"Guinness World Records says 112-year-old Israeli, survivor of Auschwitz, is world's oldest man:  http:// apne.ws/1nCLhKV    Via @ap",CSI-Negative
698904567656763392,ZOPO teases new Speed 8 flagship unveiling at MWC 2016  http:// bit.ly/1odgeGf    - #android,CSI-Negative
747782826695655424,Has #Apple  left the #iOS10  kernel unencrypted to the FBI could put in a back door or at least develop a program to hack iOS 10 devices?,CSI-Positive
778847854005784960,@Rough_Cut85 @AlPutcino @kevins_fingers @DrDavidDuke he's Hardcore nazi just move on. He straight said non-whites aren't Americans.,CSI-Negative
743499725375160064,Don’t abandon the Europe that I fought for – and my comrades died for | Letters https://t.co/R8uFvnkMWV,CSI-Negative
763105610460172032,RT @MartinxHodgson: Declassified files show how Kissinger jeopardized US efforts to stop Argentina's dictatorship violence https://t.co/0IG…,CSI-Negative
741140696518798976,"RT @EZMONEYSNIPERJ: @EZMONEYSNIPERJ 98. ""Ashton being Ashton"" https://t.co/v1J0k2h5Yq",CSI-Negative
758808208404205568,"BlackBerry DTEK50 name important to the company, means something  http:// ift.tt/2aAT1fu  ",CSI-Negative
710426646235521024,"From before elxn Mulcair and NDP while holding cpc to account, couldn't resist digs at lpc, trying to get voters to see as bad as cpc",CSI-Negative
793851101057384064,Good night everyone ✩ https://t.co/3hTusbJAKw,CSI-Negative
711258601680035840,20160317 08 - SXSW NerdCore@The Badlands Austin:  http:// youtu.be/fihwKwiU0JA?a    via @YouTube,CSI-Negative
688163153775988736,"Millennials Believe American Dream is Dead Young Americans making less than $25,000 is at highest level since 1990s  http:// tinyurl.com/joza9ps  ",CSI-Negative
706243080740016128,Chart Jungle Chore Chart  http:// pinterest.com/pin/5003218398 34009289/   …,CSI-Negative
697362707796922368,# VAIO  #Windows10  – VAIO’s Windows 10 Mobile Smartphone Won’t Come to the US – Some of you migh...  http:// bit.ly/1oqSHlE    - #WindowsPhone,CSI-Negative
799514315166482432,Dominating #Regexing . Thank you #PERL,CSI-Negative
755767944194306048,"Google Photos v1.24 for #Android  brings touch-ups to the interface, improved album sorting. Read more:  http:// owler.us/aa4GxK  ",CSI-Negative
708306737099575296,"*Tag a Friend who wants this!* -
*Follow for your daily Battlestation fix* - pic.twitter.com/RfxtaHtS2w",CSI-Negative
718493545921961984,RT @CPetey222: @west_jaden oh no! give him a chance Jaden! 😉,CSI-Negative
715648006637298048,RT @CanWe_WeKeep: @Therealbeadles1 https://t.co/LhGkXb5jFD,CSI-Negative
770426977610269056,"RT @petercoffin: ""How to approach a man while he's playing video games""""Stand in front of the TV""*Suddenly man is receptive*? https:/…",CSI-Negative
749811432565403648,"maroonblazer comments on ""E-mail from Bill (1994)"" -  http:// news.explodingads.com/maroonblazer-c omments-on-e-mail-from-bill-1994/   …",CSI-Negative
763749183056703488,Skull Tattoo from Dominick McIntosh. #inked  #Inkedmag  #tattoo  #art  #skull …  http:// pinterest.com/pin/1928807965 20823755/   …,CSI-Negative
690385518803185664,@ tad_taylor  exactly - so I'm curious what the csi cyber actors have to deliver in that regard.,CSI-Positive
706643384492896000,VS the ME where most foundations are from Koran @AHH_biz @thecactuscon @yjon97 @BillPeriman @coratagge @kimmie99 https://t.co/MSpoW9nLfw,CSI-Negative
682765722498408064,Odd-even rule begins in Delhi: Latest updates #EvenOddPlan  https://t.co/PtqRMMwZeP https://t.co/wJWw3I9YPS,CSI-Negative
711069632916905984,Marshmallow for the Galaxy S6 and S6 Edge rolls out in India  http:// bit.ly/1Vm5VMY    -  #samsung,CSI-Negative
687607169768886016,RT @Queensland: BLOG:  An outback road trip around Matilda Country https://t.co/NAAYeMT4fJ #thisisqueensland https://t.co/AXHfK08ne8,CSI-Negative
779109785144848384,10-second #hijack  hole could kill any #Facebook  profile  http:// buff.ly/2dkI9mD    #cybersecurity pic.twitter.com/svLBZUFVUi,CSI-Positive
795759689694932992,"# cybersecurity  MagTek and Payment Alliance International Offer secure and convenient ""Card…  https:// twitter.com/CyberExaminer/ status/795759299293114368   … ) pic.twitter.com/cOYMIBZFV6",CSI-Positive
685705883238576000,"RT @TonyLomas: With cuts to health, education &amp; penalties and their belligerence to the people, I'm thinking that LNP now stands for Let's …",CSI-Negative
784268360687100032,"RT @Digibrah: Is it even possible to expect anything that crazy again until, if we're lucky, the final episode? How much can they spoil us??",CSI-Negative
692395421256159232,"[Tech] Newegg sues patent troll that dropped its case: 

      Latham & Watkins partner Rick Frenkel, who...  http:// bit.ly/1JF5Y3z    #YAF",CSI-Negative
770121693188747264,http:// bit.ly/2bvy40M    : #Crystal  #Laser  – Crystal unclear: Why might this uncanny crystal change laser design? pic.twitter.com/jXxuDJgTXJ,CSI-Negative
792480617397121024,"RT @NXTFanNation: The Woman With The Smile, @WWEAsuka! #Halloween #WWE https://t.co/CZ9s2Na8Gv",CSI-Negative
713467831321563136,"New post: ""Azure, Meet Barricade.""  http:// ift.tt/1SlLYDl  ",CSI-Negative
756233792763953152,Dominating #Cyberspace  through Advanced Network Security and Capabilities provide your input at @DSI_Group  Symposium  http:// bit.ly/29jS6Ae  ,CSI-Positive
741858021962289024,TSS ALERT:One or more device parity protected units still not fully operational. Sun Jun 12 5:01 GMT,CSI-Positive
710879390968717056,RT @Sextuus: Hey guys!!Listening.. TG boil haijawai nishika.#DropZone,CSI-Negative
754118939563683968,TSS ALERT:One or more device parity protected units still not fully operational. Sat Jul 16 1:02 GMT,CSI-Positive
771376964342906880,SpaceX rocket explodes at Cape Canaveral ahead of launch: A rocket operated by the aerospace company Spa...  http:// bbc.in/2bLaWM4    #BBC,CSI-Negative
812999119790870528,"Portable Malware Analysis Sandbox: Noriben  https:// n0where.net/portable-malwa re-analysis-sandbox-noriben/   … 

— Scott Bollinger (kfalconspb) December 24, 2016",CSI-Positive
797512583054028800,A river of lost souls runs through western Colorado  http:// ift.tt/2fdFFUG  ,CSI-Negative
735198254783155968,"@Support I don't want to see my followers talking to people I don't follow, and I know they don't want to see my every conversation, either.",CSI-Negative
811728887591866368,Firefox takes the next step towards rolling out multi-process to everyone  http:// hrbt.us/102725  ,CSI-Negative
810579608663780992,RT @tropicalaudubon: Turkey Vultures have an extraordinary sense of smell. They smell carrion from at least a mile away! #BirdoftheDay #Bes…,CSI-Negative
726101733043277952,RT @340_IslvndBoi: 😂😂😂😂😂😂😂😂 https://t.co/0AjxpULU32,CSI-Negative
740505410831024000,"RT @Kamikaziain: @Kamikaziain ""I'll need a hundred thousand of you to dress like me...""",CSI-Negative
